"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Guam","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Northern Mariana Islands","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virgin Islands","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"2020-03-10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"2020-03-11",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2020-03-12",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2020-03-13",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2020-03-14",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2020-03-15",0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2020-03-16",0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2020-03-17",1,0,0,0,13,3,1,0,1,4,3,0,0,0,3,1,1,0,0,3,1,1,4,1,1,0,0,0,1,1,0,5,0,24,1,0,0,1,0,1,2,0,0,1,0,1,2,1,0,0,1,16,0,1,0
"2020-03-18",1,0,0,0,13,3,1,0,1,5,3,0,0,0,4,1,1,0,1,4,1,1,4,1,1,0,0,0,1,1,1,6,0,35,1,0,0,1,0,1,2,0,0,1,0,1,2,1,0,0,1,15,0,2,0
"2020-03-19",1,0,1,1,13,3,2,0,1,5,3,0,0,0,5,1,1,0,1,5,1,1,4,4,1,1,0,0,1,1,1,9,0,49,1,0,0,1,1,1,2,0,1,1,0,2,3,1,0,0,1,15,0,2,0
"2020-03-20",1,0,1,1,13,4,2,0,1,6,5,0,0,0,6,1,0,0,1,5,1,1,4,5,1,1,1,0,1,2,1,9,0,69,1,0,0,2,0,1,3,0,0,1,0,2,4,1,0,0,1,14,0,2,0
"2020-03-21",1,0,1,1,11,3,2,0,1,6,4,0,0,0,5,1,0,0,1,6,1,1,4,6,1,1,1,0,0,1,0,10,0,75,1,0,0,2,0,1,3,0,0,1,0,2,4,1,0,0,1,12,0,2,0
"2020-03-22",1,0,1,1,10,3,2,0,1,5,3,0,0,0,6,1,0,0,1,5,0,1,3,6,1,1,1,0,0,1,0,10,0,82,1,0,0,2,0,1,3,0,0,1,0,2,3,1,0,0,1,10,0,2,0
"2020-03-23",2,0,2,2,18,6,3,1,1,10,6,0,1,0,10,2,1,1,1,9,1,2,6,11,2,2,1,0,1,2,1,23,1,167,2,0,0,4,1,2,5,0,1,2,0,4,6,2,1,0,2,17,0,3,0
"2020-03-24",2,0,2,2,18,6,4,1,1,10,7,0,1,0,10,2,1,1,1,9,1,2,8,12,2,2,2,0,1,2,1,25,1,172,3,0,0,4,1,1,6,0,1,2,0,5,6,2,1,0,2,17,0,3,0
"2020-03-25",4,1,4,3,32,11,9,1,2,20,14,0,1,1,19,5,1,1,2,18,1,4,18,23,3,4,4,1,1,4,1,44,1,329,6,0,0,7,2,3,11,1,1,4,0,8,11,3,1,0,4,26,1,6,0
"2020-03-26",5,1,5,4,41,15,10,1,3,25,17,0,1,2,26,7,2,2,3,23,2,6,25,29,4,5,5,1,1,5,2,70,1,396,6,1,0,9,3,3,17,1,2,5,0,10,16,4,2,0,6,33,1,8,1
"2020-03-27",7,1,7,4,51,18,13,2,3,33,23,1,1,2,32,10,2,2,3,29,2,8,34,38,4,6,7,1,1,6,2,92,2,466,8,1,0,12,3,4,23,1,2,6,1,11,20,5,2,0,6,39,1,10,1
"2020-03-28",16,2,17,9,120,44,33,5,7,87,53,1,3,6,76,27,6,6,8,71,5,23,92,100,10,14,18,3,3,16,5,240,4,1150,21,2,0,30,8,10,61,2,5,14,1,30,47,13,5,0,16,93,2,22,2
"2020-03-29",33,5,37,18,249,92,79,9,14,196,107,2,7,12,183,60,13,13,17,141,10,49,197,218,20,30,36,6,5,37,10,531,9,2365,46,4,0,66,17,22,137,5,12,31,4,61,108,29,9,1,35,194,5,44,3
"2020-03-30",41,5,50,22,318,113,110,11,21,244,130,3,9,18,217,77,18,16,21,173,12,61,247,279,25,36,45,8,8,45,13,713,12,2881,56,5,0,83,21,26,178,7,17,40,4,79,130,35,11,1,44,222,6,54,4
"2020-03-31",45,6,59,25,387,135,141,14,22,304,186,6,10,24,270,97,22,20,27,236,14,75,299,344,28,42,61,9,9,50,17,843,14,3421,69,6,0,99,26,31,225,11,22,49,5,83,161,40,13,1,56,239,7,61,5
