"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Guam","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Northern Mariana Islands","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virgin Islands","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"2020-03-10",0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0
"2020-03-11",0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0
"2020-03-12",0,0,0,0,4,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0
"2020-03-13",0,0,0,0,5,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0
"2020-03-14",0,0,0,0,5,2,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40,0,0,0
"2020-03-15",0,0,0,0,6,2,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,42,0,0,0
"2020-03-16",0,0,0,0,11,2,0,0,0,4,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,3,0,10,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,48,0,0,0
"2020-03-17",0,0,0,0,14,3,0,0,0,6,1,0,0,0,1,2,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,3,0,17,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,2,54,0,0,0
"2020-03-18",0,0,0,0,17,3,1,0,0,7,3,0,0,0,1,2,0,1,1,7,0,1,0,1,0,0,1,0,0,1,0,5,0,27,0,0,0,0,0,3,1,0,0,1,1,0,2,0,0,0,2,68,0,0,0
"2020-03-19",0,0,0,0,19,5,4,0,0,8,10,0,0,0,4,2,0,1,2,10,0,1,0,3,0,1,1,0,0,1,0,9,0,30,0,0,0,0,1,3,1,0,0,1,1,0,4,0,2,0,2,75,0,2,0
"2020-03-20",0,0,1,0,24,5,4,0,1,9,14,0,0,0,5,3,0,1,2,10,0,2,1,4,0,1,3,0,0,2,0,11,0,57,0,0,0,1,1,3,1,0,0,3,1,0,5,0,2,0,2,83,0,3,0
"2020-03-21",0,0,1,0,28,6,5,0,1,11,20,0,0,0,6,4,0,2,3,16,0,3,2,6,1,1,3,0,0,2,0,16,0,80,0,0,0,3,1,4,2,1,0,3,1,2,5,0,2,0,3,95,0,4,0
"2020-03-22",0,0,2,0,35,7,8,0,2,13,25,1,0,0,9,6,0,2,3,20,0,3,5,9,1,1,3,0,0,2,0,20,0,122,0,0,0,3,2,5,3,1,0,3,1,2,7,1,2,0,6,97,0,4,0
"2020-03-23",0,0,2,0,39,10,10,0,2,18,25,1,0,0,12,7,0,2,3,34,0,3,5,16,1,1,4,0,0,4,1,27,0,159,0,0,0,6,2,5,6,2,0,5,1,2,7,1,2,0,6,110,0,5,0
"2020-03-24",0,0,6,2,52,11,12,0,2,19,38,1,0,0,16,12,1,3,3,46,0,4,11,24,1,1,5,0,0,6,1,44,0,218,0,0,0,8,3,8,7,2,0,7,1,2,11,1,7,0,7,123,0,5,0
"2020-03-25",1,0,6,2,67,19,19,0,3,23,47,1,0,0,21,14,1,3,5,65,0,4,15,43,1,5,8,0,0,10,1,62,1,325,1,0,0,11,5,10,11,2,0,7,1,3,12,1,8,0,9,130,0,7,0
"2020-03-26",3,0,8,3,82,24,21,1,3,29,56,1,0,3,26,18,1,3,5,83,0,4,25,63,2,6,8,0,0,10,1,81,1,432,2,0,0,15,7,11,16,2,0,9,1,3,21,1,9,0,14,151,0,10,0
"2020-03-27",4,1,15,3,102,31,27,2,4,46,64,1,0,4,37,26,3,4,8,119,1,5,35,93,4,8,9,1,2,10,2,108,1,535,3,1,0,22,8,12,23,3,0,13,1,6,23,2,10,0,14,177,0,16,0
"2020-03-28",4,1,15,5,121,44,33,5,4,56,79,1,0,5,50,31,3,6,9,137,1,10,44,111,5,13,10,1,2,14,2,140,2,782,4,1,0,25,15,13,35,3,2,15,1,6,29,2,12,0,17,191,0,17,0
"2020-03-29",5,1,18,6,130,47,34,6,4,59,83,1,0,6,70,32,4,7,9,152,3,11,48,132,9,14,12,1,2,15,3,161,2,965,6,1,0,30,16,13,40,5,3,16,1,7,35,2,12,0,22,207,1,17,0
"2020-03-30",11,2,20,7,146,51,36,7,9,71,102,1,0,7,84,35,6,9,11,186,3,15,61,197,10,16,13,4,3,18,3,199,4,1224,6,3,0,40,17,16,48,6,4,18,1,13,46,4,12,0,26,221,1,20,0
"2020-03-31",13,2,24,8,183,69,69,10,9,85,125,2,1,9,107,50,7,10,18,240,5,18,89,264,12,20,15,5,4,26,3,267,4,1550,10,3,0,55,23,18,72,8,8,22,1,13,57,5,13,0,27,226,1,25,0
